text_id,text,linenumber
cp16,Camels in Tripoli had harelips .,1296
cp16,Near Galway the tinkers drove their caravans down to the beach and sang and drank and fought all night .,1297
cp16,"As for dancing -- holy mackerel , he ought to see the gypsies in Jerez ; ; they danced on the sand till your blood got hot and danced with them .",1298
cp16,`` Really '' .,1299
cp16,Quint smothered a yawn .,1300
cp16,"She made better pictures than any book he'd read , but he didn't say so .",1301
cp16,"Artfully , as the days went by , he found occasion to tell her that his father had won the Navy Cross in the Korean War ; ; that his baby sister could spit up through her nose when she felt like it ; ; that he personally had an IQ of 141 and was currently reading the Mushr to Ozon volume of the encyclopedia .",1302
cp16,`` Books are for schnooks '' .,1303
cp16,"She skipped a piece of water at him and laughed , a funny , hoarse laugh he liked to hear .",1304
cp16,Nobody ever appreciated his jokes as much as Sabella .,1305
cp16,( `` What did one tonsil say to the other tonsil ?,1306
cp16,Let's get dressed up -- the doctor's taking us out tonight '' .,1307
cp16,And `` What time did the Chinaman go to the dentist ?,1308
cp16,Tooth-hurty '' . ),1309
cp16,Encouraged by her giggles he imitated Maggie who was crazy about ham .,1310
cp16,"He described the ham decorated with pineapple and cherries , cooling on the porch .",1311
cp16,"He snuck up on the ham like Maggie , gumming it with soft , stumpy teeth , then panting with thirst , lapping up the water in the lagoon , swelling up like a balloon , staggering home to be sick , while his mother said , `` That does it .",1312
cp16,That dog has to go '' .,1313
cp16,"`` Say , you're quite a comic '' , Sabella said admiringly .",1314
cp16,`` Ever thought about going on the stage '' ?,1315
cp16,He hadn't .,1316
cp16,But it was such a nice thought that he nodded his head .,1317
cp16,`` Either that or a veterinarian '' .,1318
cp16,"`` Better make up your mind , son '' , Sabella said .",1319
cp16,`` You can't serve cod and salmon '' .,1320
cp16,Sometimes they argued .,1321
cp16,She said sharks have no bones and shrimp swam backward .,1322
cp16,His encylopedia agreed with Sabella .,1323
cp16,Next morning he tied a bunch of sea daisies with string and threw them across the V-shaped inlet to the rock where she was swimming around .,1324
cp16,"Boy , could she catch !",1325
cp16,Like Willie Mays in the outfield .,1326
cp16,`` Nobody gave me flowers before .,1327
cp16,"Thank you , Quint '' .",1328
cp16,Her face turned pink with pleasure and a smothered cough .,1329
cp16,`` You can always tell a real gentleman -- they got a certain je ne say quok '' .,1330
cp16,Sometimes they didn't talk at all .,1331
cp16,He daydreamed on the rock while she swam and splashed around .,1332
cp16,"Once when she asked why he never went swimming and he answered , `` Don't feel like it '' , he was tempted to tell her about being scared .",1333
cp16,"But Victoria began yodeling just then and he went home , carrying Sabella in the back of his head , not thinking about her , just knowing she was there , smiling , smelling of peppermints .",1334
cp16,"As for his promise -- oh , he had plenty of time , buckets of time .",1335
cp16,Wednesday morning it happened .,1336
cp16,They were eating breakfast .,1337
cp16,"`` We beseech thee , Lord Gord , to bless this food '' -- that was Victoria saying grace while the baby sprayed raisin toast on her plastic bib .",1338
cp16,"Same old breakfast till the phone rang , making his mother's voice shake with excitement .",1339
cp16,"`` Your Daddy's in San Francisco '' , she told them .",1340
cp16,`` He says he'll be here on the one-o'clock plane .,1341
cp16,Fifteen days early -- isn't that wonderful '' ?,1342
cp16,"`` Yeah , keen '' .",1343
cp16,A cave seemed to be opening in Quint's stomach .,1344
cp16,"`` Children , we'll have to get organized .",1345
cp16,The baby can have an early nap .,1346
cp16,"Victoria , I want you to -- '' Quint closed the screen door quietly so Maggie wouldn't be scared .",1347
cp16,"`` Hurry up , we're late '' , he said , noticing with a chill how gray the sky was this morning , the fog like a rope along the horizon , the choppy waves sending off sheets of blue and Kool-Aid green .",1348
cp16,The cave in his stomach hurt .,1349
cp16,He had to go into the water .,1350
cp16,He'd tell Sabella about the nightmare .,1351
cp16,It had started two years ago when he was in an iron lung .,1352
cp16,"What caused it , he didn't know .",1353
cp16,The metal collar gagging his neck ?,1354
cp16,Sweating so much ?,1355
cp16,The unbearable weight on his chest ?,1356
cp16,All of it together meant drowning .,1357
cp16,"The first time the nurse took him out of the lung , she said if he got frightened , she'd put him back for a second .",1358
cc14,Elisabeth Schwarzkopf sang so magnificently Saturday night at Hunter College that it seems a pity to have to register any complaints .,1359
cc14,Still a demurrer or two must be entered .,1360
cc14,"Schwarzkopf is , of course , Schwarzkopf .",1361
cc14,"For style and assurance , for a supreme and regal bearing there is still no one who can touch her .",1362
cc14,"If the voice is just a shade less glorious than it used to be , it is still a beautiful instrument , controlled and flexible .",1363
cc14,"Put to the service of lieder of Schubert , Brahms , Strauss and Wolf in a dramatical and musical way , it made its effect with ease and precision .",1364
cc14,But what has been happening recently might be described as creeping mannerism .,1365
cc14,"Instead of her old confidence in the simplest , purest , most moving musical expression , Miss Schwarzkopf is letting herself be tempted by the classic sin of artistic pride -- that subtle vanity that sometimes misleads a great artist into thinking that he or she can somehow better the music by bringing to it something extra , some personal dramatic touch imposed from the outside .",1366
cc14,The symptoms Saturday night were unmistakable .,1367
cc14,"Clever light songs were overly coy , tragic songs a little too melodramatic .",1368
cc14,"There was an extra pause here , a gasp or a sigh there , here and there an extra little twist of a word or note , all in the interest of effect .",1369
cc14,The result was like that of a beautiful painting with some of the highlights touched up almost to the point of garishness .,1370
cc14,"There were stunning musical phrases too , and sometimes the deepest kind of musical and poetic absorption and communication .",1371
cc14,"Miss Schwarzkopf and her excellent pianist , John Wustman , often achieved the highest lyrical ideals of the lieder tradition .",1372
cc14,All the more reason why there should have been no place for the frills ; ; Miss Schwarzkopf is too great an artist to need them .,1373
cc14,"The dance , dancers and dance enthusiasts ( 8,500 of them ) had a much better time of it at Lewisohn Stadium on Saturday night than all had had two nights earlier , when Stadium Concerts presented the first of two dance programs .",1374
cc14,"On Saturday , the orchestra was sensibly situated down on the field , the stage floor was apparently in decent condition for dancing , and the order of the program improved .",1375
cc14,"There was , additionally , a bonus for the Saturday-night patrons .",1376
cc14,"Alvin Ailey and Carmen De Lavallade appeared in the first New York performance of Mr. Ailey's `` Roots Of The Blues '' , a work given its premiere three weeks ago at the Boston Arts Festival .",1377
cc14,"Otherwise , the program included , as on Thursday , the Taras-Tchaikovsky `` Design For Strings '' , the Dollar-Britten `` Divertimento '' , the Dollar-De Banfield `` The Duel '' and the pas de deux from `` The Nutcracker '' .",1378
cc14,"Maria Tallchief and Erik Bruhn , who danced the `` Nutcracker '' pas de deux , were also seen in the Petipa-Minkus pas de deux from `` Don Quixote '' , another brilliant showpiece that displayed their technical prowess handsomely .",1379
cc14,"Among the other solo ballet dancers of the evening , Elisabeth Carroll and Ivan Allen were particularly impressive in their roles in `` The Duel '' , a work that depends so much upon the precision and incisiveness of the two principal combatants .",1380
cc14,"Mr. Ailey's `` Roots Of The Blues '' , an earthy and very human modern dance work , provided strong contrast to the ballet selections of the evening .",1381
cc14,"As Brother John Sellers sang five `` blues '' to the guitar and drum accompaniments of Bruce Langhorne and Shep Shepard , Mr. Ailey and Miss De Lavallade went through volatile dances that were by turns insinuating , threatening , contemptuous and ecstatic .",1382
cc14,"Their props were two stepladders , a chair and a palm fan .",1383
cc14,"He wore the clothes of a laborer , and she was wondrously seductive in a yellow and orange dress .",1384
cc14,"The cat-like sinuousness and agility of both dancers were exploited in leaps , lifts , crawls and slides that were almost invariably compelling in a work of strong , sometimes almost frightening , tensions .",1385
cc14,"`` Roots Of The Blues '' may not be for gentle souls , but others should welcome its super-charged impact .",1386
cc14,`` Perhaps it is better to stay at home .,1387
cc14,The armchair traveler preserves his illusions '' .,1388
cc14,"This somewhat cynical comment may be found in `` Blue Skies , Brown Studies '' , a collection of travel essays by William Sansom , who would never consider staying home for long .",1389
cc14,"Mr. Sansom is English , bearded , formidably cultivated , the versatile author of numerous volumes of short stories , of novels and of pieces that are neither short stories nor travel articles but something midway between .",1390
cc14,"The only man alive who seems qualified by his learning , his disposition and his addiction to a baroque luxuriance of language to inherit the literary mantle of Sacheverell Sitwell , Mr. Sansom writes of foreign parts with a dedication to decoration worthy of a pastry chef creating a wedding cake for the marriage of a Hungarian beauty ( her third ) and an American multimillionaire ( his fourth ) .",1391
cc14,"The result is rather wonderful , but so rich as to be indigestible if taken in too thick slices .",1392
cc14,"There are sixteen essays in `` Blue Skies , Brown Studies '' .",1393
cc14,Most of them were written between 1953 and 1960 and originally appeared in various magazines .,1394
cc14,All are well written and are overwritten .,1395
cc14,"But , even if Mr. Sansom labors too hard to extract more refinements of meaning and feeling from his travel experiences than the limits of language allow , he still can charm and astound .",1396
cc14,Too many books and articles are just assembled by putting one word after another .,1397
cc14,"Mr. Sansom actually writes his with a nice ear for a gracefully composed sentence , with an intense relish in all the metaphorical resources of English , with a thick shower of sophisticated , cultural references .",1398
cc14,"A contemplative connoisseur `` I like to sniff a place , and reproduce what it really smells and looks like , its color , its particular kind of life '' .",1399
cc14,This is an exact description of what Mr. Sansom does .,1400
cc14,He ignores guidebook facts .,1401
cc14,He only rarely tells a personal anecdote and hardly ever sketches an individual or quotes his opinions .,1402
cc14,"It is an over-all impression Mr. Sansom strives for , an impression compounded of visual details , of a savory mixture of smells , of much loving attention to architecture and scenery , of lights and shadows , of intangibles of atmosphere and of echoes of the past .",1403
cc14,"William Sansom writes only about Europe in this book and frequently of such familiar places as London , Vienna , the French Riviera and the Norwegian fjords .",1404
cc14,But no matter what he writes about he brings to his subject his own original mind and his own sensitive reactions .,1405
cc14,"`` A writer lives , at best , in a state of astonishment '' , he says .",1406
cc14,`` Beneath any feeling he has of the good or the evil of the world lies a deeper one of wonder at it all .,1407
cc14,To transmit that feeling he writes '' .,1408
cc14,"This may not be true of many writers , but it certainly is true of Mr. Sansom .",1409
cc14,"So in these pages one can share his wonder at the traditional fiesta of St. Torpetius that still persists in St. Tropez ; ; at the sun and the heat of Mediterranean lands , always much brighter and hotter to an Englishman than to an American used to summers in New York or Kansas City ; ; at the supreme delights to be found in one of the world's finest restaurants , La Bonne Auberge , which is situated on the seacoast twenty miles west of the Nice airport ; ; and at the infinite variety of London .",1410
cc14,Mr. Sansom can be eloquent in a spectacular way which recalls ( to those who recall easily ) the statues of Bernini and the gigantic paintings of Tintoretto .,1411
cc14,He can coin a neat phrase : `` a street spattered with an invigoration of people '' ; ; tulips with `` petals wide and shaggy as a spaniel's ears '' ; ; after a snowstorm a landscape smelling `` of woodsmoke and clarity '' .,1412
cc14,"And , for all his lacquered , almost Byzantine self-consciousness , he can make one recognize the aptness of an unexpected comparison .",1413
cc14,Beauty borrowed from afar In one of his best essays Mr. Sansom expresses his enthusiasm for the many country mansions designed by Andrea Palladio himself that dot the environs of Vicenza .,1414
cc14,"How far that pedimented and pillared style has shed its influence Mr. Sansom reminds us thus : `` The white colonnaded , cedar-roofed Southern mansion is directly traceable via the grey and buff stone of grey-skied England to the golden stucco of one particular part of the blue South , the Palladian orbit stretching out from Vicenza : the old mind of Andrea Palladio still smiles from behind many an old rocking chair on a Southern porch , the deep friezes of his architectonic music rise firm above the shallower freeze in the kitchen , his feeling for light and shade brings a glitter from a tall mint julep , his sense of columns framing the warm velvet night has brought together a million couple of mating lips '' .",1415
cc14,"Nice , even if a trifle gaudy .",1416
cc14,"`` Blue Skies , Brown Studies '' is illustrated with numerous excellent photographs .",1417
cc14,"In recent days there have been extensive lamentations over the absence of original drama on television , but not for years have many regretted the passing of new plays on radio .",1418
cc14,"WBAI , the listener-supported outlet on the frequency-modulation band , has decided to do what it can to correct this aural void .",1419
cc14,"Yesterday it offered `` Poised For Violence '' , by Jean Reavey .",1420
cc14,"WBAI is on the right track : in the sound medium there has been excessive emphasis on music and news and there could and should be a place for theatre , as the Canadian and British Broadcasting Corporations continue to demonstrate .",1421
cc14,"Unfortunately , `` Poised For Violence '' was not the happiest vehicle with which to make the point .",1422
cc14,"Mrs. Reavey's work is written for the stage -- it is mentioned for an off-Broadway production in the fall -- and , in addition , employs an avant-garde structure that particularly needs to be seen if comprehension is to be encouraged .",1423
cc14,The play's device is to explore society's obsession with disaster and violence through the eyes of a group of artist's models who remain part of someone else's painting rather than just be themselves .,1424
cc14,"In a succession of scenes they appear in different guises -- patrons of a cafe , performers in a circus and participants in a family picnic -- but in each instance they inevitably put ugliness before beauty .",1425
cc14,Somewhere in Mrs. Reavey's play there is both protest and aspiration of merit .,1426
cc14,But its relentless discursiveness and determined complexity are so overwhelming that after an hour and a half a listener's stamina begins to wilt .,1427
cc14,"Moreover , her central figures are so busily fulfilling their multitudinous assignments that none emerges as an arresting individual in his own right or as a provocative symbol of mankind's ills .",1428
cc14,But quite conceivably an altogether different impression will obtain when the work is offered in the theatre and there can be other effects to relieve the burden on the author's words .,1429
cc14,Which in itself is an immediate reward of the WBAI experiment ; ; good radio drama has its own special demands that badly need reinvigoration .,1430
cc14,"A weekly showcase for contemporary music , from the austere archaism of Stravinsky to the bleeps and bloops of electronic music , is celebrating its fourth anniversary this month .",1431
cc14,Titled `` What's New In Music '' ?,1432
cc14,The enterprising program is heard Saturday afternoons on radio station Aj .,1433
cc14,"The brief notes introducing each work offer salient historical or technical points , and many listeners are probably grateful for being intelligently taken by the hand through an often difficult maze .",1434
cc14,"The show is programed and written by the station's assistant continuity editor , Chuck Briefer .",1435
cc14,The first Saturday in each month is set aside for new recordings .,1436
cc14,"Last Saturday's interesting melange included Ernst Toch , Karlheinz Stockhausen , Richard Yardumian and a brief excerpt from a new `` space '' opera by the Swedish composer , Karl-Birger Blomdahl .",1437
cc14,"Other Saturdays are devoted to studies of a selected American composer , a particular type of music or the music of a given country .",1438
cc14,It is commendable that a regularly scheduled hour is set aside for an introduction to the contemporary musical scene .,1439
cc14,"But one wishes , when the appetite is whetted , as it was in the case of the all-too-brief excerpt from the Blomdahl opera , that further opportunity would be provided both for hearing the works in their entirety and for a closer analytical look at the sense and nature of the compositions .",1440
cc14,The Moiseyev Dance Company dropped in at Madison Square Garden last night for the first of four farewell performances before it brings its long American tour to a close .,1441
cc14,"It is not simply giving a repetition of the program it gave during its New York engagement earlier this season , but has brought back many of the numbers that were on the bill when it paid us its first visit and won everybody's heart .",1442
cc14,It is good to see those numbers again .,1443
cc14,"The `` Suite Of Old Russian Dances '' that opened that inaugural program with the slow and modest entrance of the maidens and built steadily into typical Moiseyev vigor and warmth ; ; the amusing `` Yurochka '' , in which a hard-to-please young man is given his come-uppance ; ; the lovely ( and of course vigorous ) `` Polyanka '' or `` The Meadow '' ; ; the three Moldavian dances entitled `` Zhok '' ; ; the sweet and funny little dance about potato planting called `` Bul'ba '' ; ; and the hilarious picture of social life in an earlier day called `` City Quadrille '' are all just as good as one remembers them to have been , and they are welcome back .",1444
cc14,"So , for that matter , are the newer dances -- the `` Kalmuk Dance '' with its animal movements , that genial juggling act by Sergei Tsvetkov called `` The Platter '' , the rousing and beautiful betrothal celebration called `` Summer '' , `` The Three Shepherds '' of Azerbaijan hopping up on their staffs , and , of course , the trenchant `` Rock 'n' Roll '' .",1445
cp15,`` They make us conformists look good '' .,1446
cp15,`` That's a peculiar way to think '' .,1447
cp15,"It wasn't just the obnoxious birds that had ruffled her own feathers , of course ; ; she knew that .",1448
cp15,"It was Jim's `` little '' sister Myra , the unreliable , irresponsible , forever flyaway , Myra .",1449
cp15,"She's a year older than I am , Lucy told herself .",1450
cp15,"`` Come , come '' , Jim said , jollying Lucy a little .",1451
cp15,`` I love you .,1452
cp15,Susan ready '' ?,1453
cp15,Lucy listened .,1454
cp15,"Obviously , Susan was not .",1455
cp15,"Upstairs , busy feet , showering like raindrops , pattered around her room .",1456
cp15,"Susan would be visiting her grandmother for only a few days , but even at seven she was a prudent soul ; ; she always packed for a lifetime , just in case .",1457
cp15,`` Not yet .,1458
cp15,Every doll in the house must be going with her '' .,1459
cp15,`` She'd better step on it .,1460
cp15,It's a long way to Websterville '' .,1461
cp15,"Jim's fine young face was an expressive one , too ; ; as he looked at her , it registered anxiety .",1462
cp15,"`` You know '' , he said .",1463
cp15,`` Myra wanted me to thank you for taking Cathy .,1464
cp15,"It'll be only a couple of weeks before she finds a home for them in Paris -- but even so , she wants you to know that she's awfully grateful '' .",1465
cp15,Lucy did not believe him ; ; Myra appreciated nothing .,1466
cp15,Jim had put the thanks in his sister's mouth .,1467
cp15,"`` Darling '' -- she said , and the single word mingled love and exasperation in an equal blend .",1468
cp15,`` She should have told me herself .,1469
cp15,And will it be only a couple of weeks ?,1470
cp15,Remember what happened the last time '' ?,1471
cp15,"Leaving Cathy with them , Myra had gone out to the Coast for a supposedly brief visit ; ; but she had stayed all winter , and Cathy had stayed all winter too -- with them .",1472
cp15,"Lucy suspected that Myra would never have come home if Gregg , Myra's husband , hadn't gone out to fetch her .",1473
cp15,`` That was an awfully long two weeks '' .,1474
cp15,"For an otherwise silent moment , Jim's keys jingled nervously in his pocket .",1475
cp15,"`` But she promised -- This will be different '' , he said at last .",1476
cp15,`` You've got to admit she was smart to scare up this fine government job over there -- she'll get a home for herself and Cathy in no time .,1477
cp15,"You'll see , Myra's settling down '' .",1478
cp15,"On the defensive , he added , `` I wish you'd think what it must be like for her to be without Greg , to be a new widow , a young widow '' .",1479
cp15,`` It depends on the widow '' .,1480
cp15,Lucy had an idea that Myra loved it .,1481
cp15,And not for one moment did she believe that Myra had settled down .,1482
cp15,"It seemed to Lucy that all their married life , she and Jim had been doing nothing but rescue his sister from the constant crises that were her way of life .",1483
cp15,"Remembering that succession of disasters , she now considered Cathy , an ominous child-cloud on her horizon .",1484
cp15,It was not that she disliked Cathy .,1485
cp15,"The youngster drew her , troubled her depths ; ; whenever Lucy saw her , she tried , without noise or fuss , to give her the warmth she had never had from Myra .",1486
cp15,"But Cathy was Myra's responsibility , not hers .",1487
cp15,"`` I wouldn't even be surprised '' , she said unhappily , `` if Myra tried to leave her with us forever '' .",1488
cp15,"Myra loved big cities ; ; thousands of miles away -- in Paris , of all places -- she might forget she had ever been a mother .",1489
cp15,Lucy knew her too well to find it impossible .,1490
cp15,`` That's a horrible thing to accuse her of '' !,1491
cp15,"Jim was so indignant it was obvious that no matter what he said , he too had seen the looming specter of a forever-Cathy .",1492
cp15,"He went to the foot of the stairs and shouted up , fiercely , `` Susan !",1493
cp15,Susan !,1494
cp15,Get moving '' !,1495
cp15,A startled piping sound returned .,1496
cp15,"`` Don't yell at Susan '' , Lucy said .",1497
cp15,Was it only a few nights ago that they had been standing together in front of the house looking at the moon-washed river ?,1498
cp15,"Their arms around each other , they had been talking of the present and the future ; ; their talk and their feeling had been as deep and warm , as steeped in light , as the air around them .",1499
cp15,"Then , from within the still , sleeping house , the telephone had rung ; ; Myra , with her news , was on the other end of the line .",1500
cp15,Jim turned back from the stairway and looked at her .,1501
cp15,"His dark brows , which had been lowered in anger , smoothed .",1502
cp15,"`` Please '' , he said .",1503
cp15,`` There isn't a chance of Myra's letting anything like that happen .,1504
cp15,Let's stay friends '' .,1505
cp15,"But they weren't just friends , Lucy thought ; ; they were husband and wife , and Myra had no right muddling and chilling their marriage .",1506
cp15,"The only thing that had ever come between them was that worthless , selfish sister of his .",1507
cp15,Lucy was sick of it .,1508
cp15,"`` Well , at last '' , she said , because Susan was clattering down the stairs .",1509
cp15,Susan looked like an overwhelmed baby nurse ; ; her arms were straining with a burden of dolls .,1510
cp15,"`` I'm ready '' , she announced .",1511
cp15,`` Do you need that big bundle '' ?,1512
cp15,Jim said .,1513
cp15,"His voice had sharp edges , as though he knew very well Lucy and he were not friends at the moment .",1514
cp15,`` All that junk '' ?,1515
cp15,"Susan stared at him with hurt blue eyes that gushed an instant grief ; ; to her , each of her dolls was a real person with a living heart .",1516
cp15,"`` Now , now '' , Lucy said , approaching Susan with a handkerchief , mopping skillfully .",1517
cp15,"`` Your father didn't mean it , Susan '' .",1518
cp15,"She gave Jim a quick , shape-up look of warning .",1519
cp15,`` She'll take every one of them '' .,1520
cp15,"Jim groaned , but he lifted Susan's suitcase and said , in a gentler tone , `` Sure -- the entire thousand .",1521
cp15,"And when you get back from Grandma's , Cathy will be here to play with you .",1522
cp15,Nice '' ?,1523
cp15,"`` No '' , Susan said , grappling with her outsized armload of dolls with a Scrooge-like effect .",1524
cp15,"And at this point , Lucy thought , there should be a lecture on little cousins' sharing dolls -- but she could sympathize with Susan ; ; there ought to be a limit to sharing , too .",1525
cp15,"That was one more reason she didn't look forward to Cathy's visit , short or long ; ; the last one had been a Lilliputian war .",1526
cp15,She suspected that Cathy had been competing with Susan for attention that she had never had .,1527
cp15,"`` Well '' , Jim said , out of the silence , `` let's get going , dolls and all '' .",1528
cp15,"When the car , with Susan's hands waving wildly from the rear window , disappeared down the driveway , Lucy stood looking after its pale dust .",1529
cp15,"The day was brilliant around her -- flower-scented , crisp with breeze -- yet her inner turmoil darkened it .",1530
cp15,"She had let Jim go with a chilly good-by , a chillier kiss .",1531
cp15,"She was sorry , and angry at herself , because never in their life together had she done that .",1532
cp15,She turned and began to walk toward the house .,1533
cp15,"At the feeding station , the raffish group of cowbirds again bobbed and gobbled over the ground , but now , gorgeous among them , was a beautiful red cardinal , radiant in its feathered vestments .",1534
cp15,"The handsome bird was solitary ; ; its mate must be at home , silently guarding their nest .",1535
cp15,"She had better stay there , Lucy thought ; ; the sly female cowbirds took instant advantage of nests without sentinels .",1536
cp15,"Well , Lucy ?",1537
cp15,"She said to herself , abandoning the cardinals and the cowbirds .",1538
cp15,"She had a day of things to do ; ; among them , she had to prepare the guest room .",1539
cp15,How long would it be occupied ?,1540
cp15,"She wondered , with a baffled feeling of helplessness .",1541
cp15,As long as the unscrupulous Myra chose ?,1542
cp15,"For a moment , her mind returned again to the strange , flying world of birds , and she said to herself .",1543
cp15,It isn't only birds that dump their children in other people's nests .,1544
cp15,"In the sunshine of late afternoon , Lucy stood looking at the ready guest room .",1545
cp15,"There were new yellow curtains , bright as a child's life ought to be , a new bedspread , lively with hopping rabbits , and hanging from the ceiling was an airy Mother Goose Mobile , spinning slowly in the breeze .",1546
cp15,"A row of little hangers waited for a child's clothes in the neatly empty closet ; ; since Myra had always put most of Greg's money on her own back , Lucy suspected that no more than a few of that long row would be needed .",1547
cp15,"The closet was faintly fragrant with lavender , and as Lucy shut the door an unhappy memory slipped into her mind , like a lavender ghost : Greg's house , on the day he was buried , and the child , pale , silent , baffled , watching the funeral guests with panicky eyes .",1548
cp15,Many times since his death that memory had worried and troubled her .,1549
cp15,"Out in the hall , the upstairs phone shrilled , and the small ghost vanished .",1550
cp15,"When she picked up the receiver , her mother's cheerful voice was there .",1551
cp15,"`` Websterville Junction calling '' , she said .",1552
cp15,`` I just thought I'd let you know .,1553
cp15,"Myra dropped Cathy this morning , and Jim picked Cathy up and left Susan a few hours ago .",1554
cp15,I'd have phoned sooner but I've been busy '' .,1555
cp15,`` I can imagine '' !,1556
cp15,"Susan was an active character ; ; for Mother to be able to call , Susan must be napping now , surrounded by her multitude of dolls .",1557
cp15,"Lucy drew out the chair and sat down ; ; she relaxed a little , and some of the tension went out of her .",1558
cp15,"You could think yourself as grown up as Methuselah , yet the maternal voice still kept its comforting magic .",1559
cp15,`` How was Cathy '' ?,1560
cp15,`` Subdued .,1561
cp15,But Myra was the merriest widow I ever saw '' .,1562
cp15,"On her way to the airport , on her way to Paris -- you bet , Lucy said to herself .",1563
cp15,`` I've been fixing up the guest room for Cathy '' .,1564
cp15,"There was a momentary pause , and then her mother said , `` How long is she supposed to stay '' ?",1565
cp15,"`` Just for a couple of weeks , till Myra finds a place for them '' .",1566
cp15,"`` Well '' -- This time there was a long silence , while the telephone hummed faintly with a voiceless life .",1567
cp15,"Puzzled , Lucy stared at the flowered wallpaper ; ; her mother was forthright ; ; she was not usually given to mysterious silences .",1568
cp15,Was she thinking along the same lines Lucy was -- that it was quite possible Cathy might be left with her for good ?,1569
cp15,`` You mean once Myra gets to Paris '' ?,1570
cp15,"Once the soft , pretty moth found the bright light she had always wanted ?",1571
cp15,"Suddenly , seekingly , Lucy asked , `` Mother , do you know something I don't know '' ?",1572
cp15,"Again there was that curious pause , and then her mother said , `` I guess I do .",1573
cp15,"Just before Myra left -- She was saying good-by to Cathy , and she didn't realize I was near '' .",1574
cp15,"She hesitated , as though hunting over words and ways of putting them .",1575
cp15,"`` Cathy was in tears , of course , and I heard Myra say , ' Now be good , and at Christmastime I'll send you a wonderful present from Paris ' '' .",1576
cp15,"Shocked speechless , Lucy sat there .",1577
cp15,"Then she jumped to her feet , the elastic phone cord uncoiling like a black snake .",1578
cp15,`` Christmastime !,1579
cp15,Then it was no bogey she had dreamed up ; ; it was only too true .,1580
cp15,Myra had no intention whatever of sending for Cathy in two weeks .,1581
cp15,"For a moment , anger darkened the hallway about her , and when she found her voice , anger thickened it .",1582
cp15,`` That does it '' !,1583
cp15,She said .,1584
cp15,`` I'll keep Cathy for two weeks .,1585
cp15,"Then , if Myra does nothing about fetching her , I'll pack her right back to her mother -- if I have to take her myself '' !",1586
cp15,Her hand tightened on the receiver .,1587
cp15,`` And that's what I'm going to tell Jim '' .,1588
cp15,"For Lucy , the day's nagging to-and-fro had come to an abrupt end .",1589
cp15,"As she hung up , she saw through the hall's open window the purple-black flying of the cowbirds' wings , and heard their grotesque singing .",1590
cp15,Cowbird Myra !,1591
cp15,She's not going to get away with it .,1592
cp15,"Cathy is tired , Lucy thought , watching them come slowly up the path .",1593
cp15,The child's thin legs were plodding .,1594
cp15,"She trudged along slowly , both hands clutching a tired teddy bear .",1595
cp15,"She was at the moment just a small , walking package , being delivered to her aunt's and uncle's house .",1596
cp15,"Unlike Susan , she was traveling light ; ; the worn teddy bear , a tiny suitcase that Jim carried , and the clothes she wore , were all she had .",1597
cp15,"Lucy glancing at the miniature case , knew there would not be enough in it for the shortest of stays ; ; they would have to buy things for her .",1598
cp15,She opened the door .,1599
cl08,`` Well '' -- said Mr. Skyros .,1600
cl08,`` I take a little time to think it over '' .,1601
cl08,It was awkward : very awkward .,1602
cl08,There would be all the nuisance of contacting someone else to take over .,1603
cl08,Someone reasonably trustworthy .,1604
cl08,And Angie would hear about it .,1605
cl08,"And Angie knew -- `` Time '' , said Angie , and he smiled very sweet and slow at Mr. Skyros .",1606
cl08,"`` Not too much time , because I'll be needing some more myself pretty much right away .",1607
cl08,"And I done favors for you , big favor not so long back , didn't I , and I'm right here to take on where Pretty left off .",1608
cl08,No trouble .,1609
cl08,"I don't want no trouble , you don't want no trouble , nobody wants trouble , Mr. Skyros '' .",1610
cl08,"Dear heaven , no , thought Mr. Skyros , turning away as another man came in .",1611
cl08,He straightened his tie at the mirror with a shaking hand ; ; the genial smile seemed painted on his face .,1612
cl08,Angie knew -- Speak of dangerous information !,1613
cl08,Angie knew too much entirely already .,1614
cl08,Really he had Mr. Skyros at bay `` Big favor I done you .,1615
cl08,"Acourse there's this deal o' Denny's -- and Jackie's -- kinda hangin' fire , ain't it , maybe you've been kinda worryin' over that .",1616
cl08,"And can't say I blame you '' , said Angie thoughtfully .",1617
cl08,`` This deal with the ace o' spades .,1618
cl08,"Anything to do with an ace o' spades , bad luck '' .",1619
cl08,"Ace of spades -- a widow , that was what they called a widow , these low-class crooks remembered Mr. Skyros distractedly .",1620
cl08,"All about that Angie knew , too .",1621
cl08,"When things got a little out of hand , they very rapidly got a lot out of hand -- it seemed to be a general rule .",1622
cl08,"All just by chance , and in a way tracing back to poor Frank , all of it , because naturally -- brothers , living together -- and Angie -- Mr. Skyros did not at all like the look on Angelo's regular-featured , almost girlishly good-looking face -- or indeed anything about Angelo .",1623
cl08,"Mr. Skyros was not a man who thought very much about moral principles ; ; he found money much more interesting ; ; but all the same he thought now , uneasily , of the way in which Angelo earned his living -- and paid for his own stuff -- and eyed the soft smile , and the spaniel-like dark eyes , and he felt a little ill .",1624
cl08,"`` Look , my friend '' , he said , `` in my life I learn , how is it the proverb says , better an ounce of prevention to a pound of cure .",1625
cl08,I stay in business so long because I'm careful .,1626
cl08,"Two weeks , a month , we talk it over again , and maybe if nothing happens meanwhile to say the cops know this and that , then we make a little deal , isn't it '' ?",1627
